"locationName","dataTime","elementName","value"
"TAINAN,臺南","2014-01","平均溫度",17.6
"TAINAN,臺南","2014-02","平均溫度",18.4
"TAINAN,臺南","2014-03","平均溫度",21.3
"TAINAN,臺南","2014-04","平均溫度",25.0
"TAINAN,臺南","2014-05","平均溫度",27.2
"TAINAN,臺南","2014-06","平均溫度",29.0
"TAINAN,臺南","2014-07","平均溫度",30.4
"TAINAN,臺南","2014-08","平均溫度",29.0
"TAINAN,臺南","2014-09","平均溫度",29.5
"TAINAN,臺南","2014-10","平均溫度",26.4
"TAINAN,臺南","2014-11","平均溫度",23.9
"TAINAN,臺南","2014-12","平均溫度",17.9
