"locationName","dataTime","elementName","value"
"TAINAN,臺南","2016-01","平均溫度",17.3
"TAINAN,臺南","2016-02","平均溫度",17.4
"TAINAN,臺南","2016-03","平均溫度",19.7
"TAINAN,臺南","2016-04","平均溫度",26.3
"TAINAN,臺南","2016-05","平均溫度",28.4
"TAINAN,臺南","2016-06","平均溫度",29.4
"TAINAN,臺南","2016-07","平均溫度",29.9
"TAINAN,臺南","2016-08","平均溫度",29.3
"TAINAN,臺南","2016-09","平均溫度",28.0
"TAINAN,臺南","2016-10","平均溫度",27.8
"TAINAN,臺南","2016-11","平均溫度",24.3
"TAINAN,臺南","2016-12","平均溫度",20.9
