"locationName","dataTime","elementName","value"
"TAINAN,臺南","2013-01","平均溫度",17.5
"TAINAN,臺南","2013-02","平均溫度",20.4
"TAINAN,臺南","2013-03","平均溫度",22.5
"TAINAN,臺南","2013-04","平均溫度",23.9
"TAINAN,臺南","2013-05","平均溫度",27.3
"TAINAN,臺南","2013-06","平均溫度",29.5
"TAINAN,臺南","2013-07","平均溫度",29.4
"TAINAN,臺南","2013-08","平均溫度",28.9
"TAINAN,臺南","2013-09","平均溫度",28.6
"TAINAN,臺南","2013-10","平均溫度",25.7
"TAINAN,臺南","2013-11","平均溫度",22.8
"TAINAN,臺南","2013-12","平均溫度",18.0
