locationName,stationId,location_Id,time_Id
"HSINCHU,新竹","467571",0,0
"TAIPEI,臺北","466920",1,0
"DAWU,大武","467540",2,0
"TAMSUI,淡水","466900",3,0
"PENGHU,澎湖","467350",4,0
"SU-AO,蘇澳","467060",5,0
"KINMEN,金門","467110",6,0
"KAOHSIUNG,高雄","467440",7,0
"TAITUNG,臺東","467660",8,0
"CHIAYI,嘉義","467480",9,0
"YILAN,宜蘭","467080",10,0
"PENGJIAYU,彭佳嶼","466950",11,0
"HUALIEN,花蓮","466990",12,0
"ANBU,鞍部","466910",13,0
"TAINAN,臺南","467410",14,0
"ZHUZIHU,竹子湖","466930",15,0
"YUSHAN,玉山","467550",16,0
"CHENGGONG,成功","467610",17,0
"WUQI,梧棲","467770",18,0
"ALISHAN,阿里山","467530",19,0
"SUN MOON LAKE,日月潭","467650",20,0
"XINWU,新屋","467050",21,0
"MATSU,馬祖","467990",22,0
"DONGJIDAO,東吉島","467300",23,0
"HENGCHUN,恆春","467590",24,0
"KEELUNG,基隆","466940",25,0
"LANYU,蘭嶼","467620",26,0
"TAICHUNG,臺中","467490",27,0
"BANQIAO,板橋","466880",28,0
"HSINCHU,新竹","467571",29,1
"TAIPEI,臺北","466920",30,1
"DAWU,大武","467540",31,1
"TAMSUI,淡水","466900",32,1
"PENGHU,澎湖","467350",33,1
"SU-AO,蘇澳","467060",34,1
"KINMEN,金門","467110",35,1
"KAOHSIUNG,高雄","467440",36,1
"TAITUNG,臺東","467660",37,1
"CHIAYI,嘉義","467480",38,1
"YILAN,宜蘭","467080",39,1
"PENGJIAYU,彭佳嶼","466950",40,1
"HUALIEN,花蓮","466990",41,1
"ANBU,鞍部","466910",42,1
"TAINAN,臺南","467410",43,1
"ZHUZIHU,竹子湖","466930",44,1
"YUSHAN,玉山","467550",45,1
"CHENGGONG,成功","467610",46,1
"WUQI,梧棲","467770",47,1
"ALISHAN,阿里山","467530",48,1
"SUN MOON LAKE,日月潭","467650",49,1
"XINWU,新屋","467050",50,1
"MATSU,馬祖","467990",51,1
"DONGJIDAO,東吉島","467300",52,1
"HENGCHUN,恆春","467590",53,1
"KEELUNG,基隆","466940",54,1
"LANYU,蘭嶼","467620",55,1
"TAICHUNG,臺中","467490",56,1
"BANQIAO,板橋","466880",57,1
"HSINCHU,新竹","467571",58,2
"TAIPEI,臺北","466920",59,2
"DAWU,大武","467540",60,2
"TAMSUI,淡水","466900",61,2
"PENGHU,澎湖","467350",62,2
"SU-AO,蘇澳","467060",63,2
"KINMEN,金門","467110",64,2
"KAOHSIUNG,高雄","467440",65,2
"TAITUNG,臺東","467660",66,2
"CHIAYI,嘉義","467480",67,2
"YILAN,宜蘭","467080",68,2
"PENGJIAYU,彭佳嶼","466950",69,2
"HUALIEN,花蓮","466990",70,2
"ANBU,鞍部","466910",71,2
"TAINAN,臺南","467410",72,2
"ZHUZIHU,竹子湖","466930",73,2
