"locationName","dataTime","elementName","value"
"TAINAN,臺南","2015-01","降水量",13.5
"TAINAN,臺南","2015-02","降水量",22.0
"TAINAN,臺南","2015-03","降水量",5.1
"TAINAN,臺南","2015-04","降水量",25.8
"TAINAN,臺南","2015-05","降水量",300.0
"TAINAN,臺南","2015-06","降水量",19.0
"TAINAN,臺南","2015-07","降水量",225.0
"TAINAN,臺南","2015-08","降水量",629.6
"TAINAN,臺南","2015-09","降水量",192.0
"TAINAN,臺南","2015-10","降水量",31.0
"TAINAN,臺南","2015-11","降水量",4.5
"TAINAN,臺南","2015-12","降水量",13.5
