"locationName","dataTime","elementName","value"
"TAINAN,臺南","2012-01","降水量",5.5
"TAINAN,臺南","2012-02","降水量",40.0
"TAINAN,臺南","2012-03","降水量",6.5
"TAINAN,臺南","2012-04","降水量",141.5
"TAINAN,臺南","2012-05","降水量",404.5
"TAINAN,臺南","2012-06","降水量",803.5
"TAINAN,臺南","2012-07","降水量",254.5
"TAINAN,臺南","2012-08","降水量",635.0
"TAINAN,臺南","2012-09","降水量",18.6
"TAINAN,臺南","2012-10","降水量",2.5
"TAINAN,臺南","2012-11","降水量",95.6
"TAINAN,臺南","2012-12","降水量",18.0
