"locationName","dataTime","elementName","value"
"TAINAN,臺南","2016-01","降水量",170.9
"TAINAN,臺南","2016-02","降水量",38.0
"TAINAN,臺南","2016-03","降水量",96.5
"TAINAN,臺南","2016-04","降水量",146.0
"TAINAN,臺南","2016-05","降水量",87.3
"TAINAN,臺南","2016-06","降水量",376.5
"TAINAN,臺南","2016-07","降水量",374.0
"TAINAN,臺南","2016-08","降水量",91.5
"TAINAN,臺南","2016-09","降水量",1220.3
"TAINAN,臺南","2016-10","降水量",69.0
"TAINAN,臺南","2016-11","降水量",48.9
"TAINAN,臺南","2016-12","降水量",2.0
