"locationName","dataTime","elementName","value"
"TAINAN,臺南","2014-01","降水量",0.0
"TAINAN,臺南","2014-02","降水量",9.5
"TAINAN,臺南","2014-03","降水量",27.6
"TAINAN,臺南","2014-04","降水量",12.0
"TAINAN,臺南","2014-05","降水量",181.5
"TAINAN,臺南","2014-06","降水量",134.3
"TAINAN,臺南","2014-07","降水量",123.4
"TAINAN,臺南","2014-08","降水量",682.1
"TAINAN,臺南","2014-09","降水量",88.0
"TAINAN,臺南","2014-10","降水量",1.5
"TAINAN,臺南","2014-11","降水量",0.2
"TAINAN,臺南","2014-12","降水量",8.0
