"locationName","dataTime","elementName","value"
"TAINAN,臺南","2013-01","降水量",7.5
"TAINAN,臺南","2013-02","降水量",1.5
"TAINAN,臺南","2013-03","降水量",5.5
"TAINAN,臺南","2013-04","降水量",111.7
"TAINAN,臺南","2013-05","降水量",286.0
"TAINAN,臺南","2013-06","降水量",233.5
"TAINAN,臺南","2013-07","降水量",148.9
"TAINAN,臺南","2013-08","降水量",806.5
"TAINAN,臺南","2013-09","降水量",60.2
"TAINAN,臺南","2013-10","降水量",0.0
"TAINAN,臺南","2013-11","降水量",6.1
"TAINAN,臺南","2013-12","降水量",21.1
