locationName,stationId,location_Id,time_Id
"WUQI,梧棲","467770",74,2
"ALISHAN,阿里山","467530",75,2
"SUN MOON LAKE,日月潭","467650",76,2
"TAICHUNG,臺中","467490",77,2
"MATSU,馬祖","467990",78,2
"DONGJIDAO,東吉島","467300",79,2
"HENGCHUN,恆春","467590",80,2
"KEELUNG,基隆","466940",81,2
"LANYU,蘭嶼","467620",82,2
"BANQIAO,板橋","466880",83,2
"HSINCHU,新竹","467571",84,3
"TAIPEI,臺北","466920",85,3
"DAWU,大武","467540",86,3
"TAMSUI,淡水","466900",87,3
"PENGHU,澎湖","467350",88,3
"SU-AO,蘇澳","467060",89,3
"KINMEN,金門","467110",90,3
"KAOHSIUNG,高雄","467440",91,3
"TAITUNG,臺東","467660",92,3
"CHIAYI,嘉義","467480",93,3
"YILAN,宜蘭","467080",94,3
"PENGJIAYU,彭佳嶼","466950",95,3
"HUALIEN,花蓮","466990",96,3
"ANBU,鞍部","466910",97,3
"TAINAN,臺南","467410",98,3
"ZHUZIHU,竹子湖","466930",99,3
"YUSHAN,玉山","467550",100,3
"CHENGGONG,成功","467610",101,3
"WUQI,梧棲","467770",102,3
"ALISHAN,阿里山","467530",103,3
"SUN MOON LAKE,日月潭","467650",104,3
"TAICHUNG,臺中","467490",105,3
"MATSU,馬祖","467990",106,3
"DONGJIDAO,東吉島","467300",107,3
"HENGCHUN,恆春","467590",108,3
"KEELUNG,基隆","466940",109,3
"LANYU,蘭嶼","467620",110,3
"BANQIAO,板橋","466880",111,3
"HSINCHU,新竹","467571",112,4
"TAIPEI,臺北","466920",113,4
"DAWU,大武","467540",114,4
"TAMSUI,淡水","466900",115,4
"PENGHU,澎湖","467350",116,4
"SU-AO,蘇澳","467060",117,4
"KINMEN,金門","467110",118,4
"KAOHSIUNG,高雄","467440",119,4
"TAITUNG,臺東","467660",120,4
"CHIAYI,嘉義","467480",121,4
"YILAN,宜蘭","467080",122,4
"PENGJIAYU,彭佳嶼","466950",123,4
"HUALIEN,花蓮","466990",124,4
"ANBU,鞍部","466910",125,4
"TAINAN,臺南","467410",126,4
"ZHUZIHU,竹子湖","466930",127,4
"YUSHAN,玉山","467550",128,4
"CHENGGONG,成功","467610",129,4
"WUQI,梧棲","467770",130,4
"ALISHAN,阿里山","467530",131,4
"SUN MOON LAKE,日月潭","467650",132,4
"TAICHUNG,臺中","467490",133,4
"MATSU,馬祖","467990",134,4
"DONGJIDAO,東吉島","467300",135,4
"HENGCHUN,恆春","467590",136,4
"KEELUNG,基隆","466940",137,4
"LANYU,蘭嶼","467620",138,4
"BANQIAO,板橋","466880",139,4
"HSINCHU,新竹","467571",140,5
"TAIPEI,臺北","466920",141,5
"DAWU,大武","467540",142,5
"TAMSUI,淡水","466900",143,5
"PENGHU,澎湖","467350",144,5
"SU-AO,蘇澳","467060",145,5
"KINMEN,金門","467110",146,5
"KAOHSIUNG,高雄","467440",147,5
"TAITUNG,臺東","467660",148,5
"CHIAYI,嘉義","467480",149,5
"YILAN,宜蘭","467080",150,5
"PENGJIAYU,彭佳嶼","466950",151,5
"HUALIEN,花蓮","466990",152,5
"ANBU,鞍部","466910",153,5
"TAINAN,臺南","467410",154,5
"ZHUZIHU,竹子湖","466930",155,5
"YUSHAN,玉山","467550",156,5
"CHENGGONG,成功","467610",157,5
"WUQI,梧棲","467770",158,5
"ALISHAN,阿里山","467530",159,5
"SUN MOON LAKE,日月潭","467650",160,5
"TAICHUNG,臺中","467490",161,5
"MATSU,馬祖","467990",162,5
"DONGJIDAO,東吉島","467300",163,5
"HENGCHUN,恆春","467590",164,5
"KEELUNG,基隆","466940",165,5
"LANYU,蘭嶼","467620",166,5
"BANQIAO,板橋","466880",167,5
"HSINCHU,新竹","467571",168,6
"TAIPEI,臺北","466920",169,6
"DAWU,大武","467540",170,6
"TAMSUI,淡水","466900",171,6
"PENGHU,澎湖","467350",172,6
"SU-AO,蘇澳","467060",173,6
"KINMEN,金門","467110",174,6
"KAOHSIUNG,高雄","467440",175,6
"TAITUNG,臺東","467660",176,6
"CHIAYI,嘉義","467480",177,6
"YILAN,宜蘭","467080",178,6
"PENGJIAYU,彭佳嶼","466950",179,6
"HUALIEN,花蓮","466990",180,6
"ANBU,鞍部","466910",181,6
"TAINAN,臺南","467410",182,6
"ZHUZIHU,竹子湖","466930",183,6
"YUSHAN,玉山","467550",184,6
"CHENGGONG,成功","467610",185,6
"WUQI,梧棲","467770",186,6
"ALISHAN,阿里山","467530",187,6
"SUN MOON LAKE,日月潭","467650",188,6
"TAICHUNG,臺中","467490",189,6
"MATSU,馬祖","467990",190,6
"DONGJIDAO,東吉島","467300",191,6
"HENGCHUN,恆春","467590",192,6
"KEELUNG,基隆","466940",193,6
"LANYU,蘭嶼","467620",194,6
"BANQIAO,板橋","466880",195,6
"HSINCHU,新竹","467571",196,7
"TAIPEI,臺北","466920",197,7
"DAWU,大武","467540",198,7
"TAMSUI,淡水","466900",199,7
"PENGHU,澎湖","467350",200,7
"SU-AO,蘇澳","467060",201,7
"KINMEN,金門","467110",202,7
"KAOHSIUNG,高雄","467440",203,7
"TAITUNG,臺東","467660",204,7
"CHIAYI,嘉義","467480",205,7
"YILAN,宜蘭","467080",206,7
"PENGJIAYU,彭佳嶼","466950",207,7
"HUALIEN,花蓮","466990",208,7
"ANBU,鞍部","466910",209,7
"TAINAN,臺南","467410",210,7
"ZHUZIHU,竹子湖","466930",211,7
"YUSHAN,玉山","467550",212,7
"CHENGGONG,成功","467610",213,7
"WUQI,梧棲","467770",214,7
"ALISHAN,阿里山","467530",215,7
"SUN MOON LAKE,日月潭","467650",216,7
"TAICHUNG,臺中","467490",217,7
"MATSU,馬祖","467990",218,7
"DONGJIDAO,東吉島","467300",219,7
"HENGCHUN,恆春","467590",220,7
"KEELUNG,基隆","466940",221,7
"LANYU,蘭嶼","467620",222,7
"BANQIAO,板橋","466880",223,7
"HSINCHU,新竹","467571",224,8
"TAIPEI,臺北","466920",225,8
"DAWU,大武","467540",226,8
"TAMSUI,淡水","466900",227,8
"PENGHU,澎湖","467350",228,8
"SU-AO,蘇澳","467060",229,8
"KINMEN,金門","467110",230,8
"KAOHSIUNG,高雄","467440",231,8
"TAITUNG,臺東","467660",232,8
"CHIAYI,嘉義","467480",233,8
"YILAN,宜蘭","467080",234,8
"PENGJIAYU,彭佳嶼","466950",235,8
"HUALIEN,花蓮","466990",236,8
"ANBU,鞍部","466910",237,8
"TAINAN,臺南","467410",238,8
"ZHUZIHU,竹子湖","466930",239,8
"YUSHAN,玉山","467550",240,8
"CHENGGONG,成功","467610",241,8
"WUQI,梧棲","467770",242,8
"ALISHAN,阿里山","467530",243,8
"SUN MOON LAKE,日月潭","467650",244,8
"TAICHUNG,臺中","467490",245,8
"MATSU,馬祖","467990",246,8
"DONGJIDAO,東吉島","467300",247,8
"HENGCHUN,恆春","467590",248,8
"KEELUNG,基隆","466940",249,8
"LANYU,蘭嶼","467620",250,8
"BANQIAO,板橋","466880",251,8
"HSINCHU,新竹","467571",252,9
"TAIPEI,臺北","466920",253,9
"DAWU,大武","467540",254,9
"TAMSUI,淡水","466900",255,9
"PENGHU,澎湖","467350",256,9
"SU-AO,蘇澳","467060",257,9
"KINMEN,金門","467110",258,9
"KAOHSIUNG,高雄","467440",259,9
"TAITUNG,臺東","467660",260,9
"CHIAYI,嘉義","467480",261,9
"YILAN,宜蘭","467080",262,9
"PENGJIAYU,彭佳嶼","466950",263,9
"HUALIEN,花蓮","466990",264,9
"ANBU,鞍部","466910",265,9
"TAINAN,臺南","467410",266,9
"ZHUZIHU,竹子湖","466930",267,9
"YUSHAN,玉山","467550",268,9
"CHENGGONG,成功","467610",269,9
"WUQI,梧棲","467770",270,9
"ALISHAN,阿里山","467530",271,9
"SUN MOON LAKE,日月潭","467650",272,9
"TAICHUNG,臺中","467490",273,9
"MATSU,馬祖","467990",274,9
"DONGJIDAO,東吉島","467300",275,9
"HENGCHUN,恆春","467590",276,9
"KEELUNG,基隆","466940",277,9
"LANYU,蘭嶼","467620",278,9
"BANQIAO,板橋","466880",279,9
"HSINCHU,新竹","467571",280,10
"TAIPEI,臺北","466920",281,10
"DAWU,大武","467540",282,10
"TAMSUI,淡水","466900",283,10
"PENGHU,澎湖","467350",284,10
"SU-AO,蘇澳","467060",285,10
"KINMEN,金門","467110",286,10
"KAOHSIUNG,高雄","467440",287,10
"TAITUNG,臺東","467660",288,10
"CHIAYI,嘉義","467480",289,10
"YILAN,宜蘭","467080",290,10
"PENGJIAYU,彭佳嶼","466950",291,10
"HUALIEN,花蓮","466990",292,10
"ANBU,鞍部","466910",293,10
"TAINAN,臺南","467410",294,10
"ZHUZIHU,竹子湖","466930",295,10
"YUSHAN,玉山","467550",296,10
"CHENGGONG,成功","467610",297,10
"WUQI,梧棲","467770",298,10
"ALISHAN,阿里山","467530",299,10
"SUN MOON LAKE,日月潭","467650",300,10
"TAICHUNG,臺中","467490",301,10
"MATSU,馬祖","467990",302,10
"DONGJIDAO,東吉島","467300",303,10
"HENGCHUN,恆春","467590",304,10
"KEELUNG,基隆","466940",305,10
"LANYU,蘭嶼","467620",306,10
"BANQIAO,板橋","466880",307,10
"HSINCHU,新竹","467571",308,11
"TAIPEI,臺北","466920",309,11
"DAWU,大武","467540",310,11
"TAMSUI,淡水","466900",311,11
"PENGHU,澎湖","467350",312,11
"SU-AO,蘇澳","467060",313,11
"KINMEN,金門","467110",314,11
"KAOHSIUNG,高雄","467440",315,11
"TAITUNG,臺東","467660",316,11
"CHIAYI,嘉義","467480",317,11
"YILAN,宜蘭","467080",318,11
"PENGJIAYU,彭佳嶼","466950",319,11
"HUALIEN,花蓮","466990",320,11
"ANBU,鞍部","466910",321,11
"TAINAN,臺南","467410",322,11
"ZHUZIHU,竹子湖","466930",323,11
"YUSHAN,玉山","467550",324,11
"CHENGGONG,成功","467610",325,11
"WUQI,梧棲","467770",326,11
"ALISHAN,阿里山","467530",327,11
"SUN MOON LAKE,日月潭","467650",328,11
"TAICHUNG,臺中","467490",329,11
"MATSU,馬祖","467990",330,11
"DONGJIDAO,東吉島","467300",331,11
"HENGCHUN,恆春","467590",332,11
"KEELUNG,基隆","466940",333,11
"LANYU,蘭嶼","467620",334,11
"BANQIAO,板橋","466880",335,11
