value,weatherElement_Id
"6.8",165
"23",166
"0.0",167
"8.1",168
"360.0",169
"18",170
"13.8",171
"30.0",172
"18",173
"74",174
"32",175
"25",176
"1016.6",177
"0",178
"236.7",179
"16.3",180
"26.6",181
"25",182
"9.6",183
"22",184
"39.7",185
"7.3",186
"110.0",187
"19",188
"13.1",189
"100.0",190
"19",191
"72",192
"30",193
"25",194
"1021.1",195
"8",196
"123.6",197
"16.3",198
"23.1",199
"31",200
"9.4",201
"22",202
"12.4",203
"15.0",204
"20.0",205
"9",206
"23.6",207
"40.0",208
"14",209
"68",210
"47",211
"5",212
"1010.5",213
"5",214
"134.7",215
"17.9",216
"25.8",217
"30",218
"9.8",219
"23",220
"4.5",221
"11.8",222
"40.0",223
"21",224
"18.9",225
"30.0",226
"15",227
"65",228
"37",229
"24",230
"1019.2",231
"5",232
"127.4",233
"10.2",234
"20.6",235
"2",236
"2.4",237
"22",238
"142.5",239
"9.6",240
"360.0",241
"8",242
"18.1",243
"210.0",244
"31",245
"83",246
"34",247
"30",248
"926.5",249
"8",250
"129.8",251
"17.6",252
"27.5",253
"3",254
"9.1",255
"22",256
"0.0",257
"9.1",258
"30.0",259
"14",260
"15.3",261
"30.0",262
"14",263
"68",264
"28",265
"25",266
"1016.8",267
"0",268
"251.5",269
"12.0",270
"22.4",271
"30",272
"4.2",273
"22",274
"107.5",275
"7.8",276
"350.0",277
"8",278
"16.9",279
"30.0",280
"8",281
"76",282
"36",283
"30",284
"951.3",285
"7",286
"157.3",287
"0.4",288
"17.8",289
"31",290
"-10.7",291
"15",292
"0.8",293
"16.2",294
"290.0",295
"4",296
"30.8",297
"290.0",298
"4",299
"35",300
"12",301
"31",302
"641.5",303
"1",304
"306.0",305
"18.4",306
"26.3",307
"31",308
"12.9",309
"24",310
"64.5",311
"9.7",312
"10.0",313
"14",314
"20.5",315
"20.0",316
"14",317
"66",318
"37",319
"23",320
"1015.9",321
"12",322
"101.6",323
"15.6",324
"25.0",325
"3",326
"7.7",327
"23",328
"T",329
"15.2",330
"360.0",331
"18",332
"28.5",333
"30.0",334
"14",335
"74",336
"40",337
"25",338
"1017.4",339
"0",340
"222.1",341
"4.5",342
"16.2",343
"2",344
"-3.4",345
"23",346
"0.5",347
"4.8",348
"150.0",349
"4",350
"10.0",351
"100.0",352
"12",353
"71",354
"13",355
"31",356
"765.3",357
"1",358
"198.7",359
"13.6",360
"22.7",361
"30",362
"5.8",363
"23",364
"0.0",365
"4.8",366
"260.0",367
"16",368
"8.5",369
"260.0",370
"16",371
"67",372
"33",373
"23",374
"905.7",375
"0",376
"233.6",377
"15.5",378
"25.0",379
"25",380
"6.9",381
"24",382
"7.6",383
"13.6",384
"50.0",385
"15",386
"20.2",387
"40.0",388
"13",389
"72",390
"36",391
"25",392
"1019.3",393
"3",394
"177.4",395
"11.2",396
"21.7",397
"30",398
"5.1",399
"23",400
"1.2",401
"8.0",402
"50.0",403
"8",404
"17.1",405
"350.0",406
"13",407
"73",408
"45",409
"22",410
"1012.9",411
"2",412
"193.0",413
"18.0",414
"24.6",415
"25",416
"12.1",417
"22",418
"0.0",419
"21.3",420
"20.0",421
"15",422
"29.5",423
"10.0",424
"15",425
"69",426
"43",427
"18",428
"1014.8",429
"0",430
"198.2",431
"20.5",432
"28.1",433
"3",434
"15.6",435
"22",436
"1.0",437
"12.2",438
"50.0",439
"15",440
"28.4",441
"70.0",442
"14",443
"64",444
"37",445
"25",446
"1016.9",447
"2",448
"206.1",449
"16.3",450
"24.5",451
"25",452
"10.8",453
"24",454
"64.9",455
"11.8",456
"10.0",457
"14",458
"17.7",459
"10.0",460
"15",461
"70",462
"34",463
"25",464
"1018.8",465
"7",466
"126.4",467
"17.6",468
"24.4",469
"3",470
"12.2",471
"21",472
"57.9",473
"25.6",474
"10.0",475
"21",476
"37.4",477
"10.0",478
"21",479
"73",480
"45",481
"24",482
"981.5",483
"16",484
"112.1",485
"16.4",486
"26.4",487
"3",488
"7.2",489
"23",490
"2.0",491
"6.1",492
"10.0",493
"21",494
"13.2",495
"360.0",496
"18",497
"66",498
"26",499
"24",500
"1009.9",501
"1",502
"236.9",503
"16.2",504
"26.6",505
"30",506
"8.1",507
"24",508
"34.7",509
"5.9",510
"60.0",511
"15",512
"13.5",513
"50.0",514
"15",515
"63",516
"30",517
"25",518
"1020.5",519
"6",520
"127.7",521
"15.4",522
"26.0",523
"3",524
"6.9",525
"11",526
"150.9",527
"7.9",528
"50.0",529
"4",530
"18.9",531
"50.0",532
"4",533
"80",534
"41",535
"23",536
"1014.6",537
"14",538
"97.7",539
"16.5",540
"27.5",541
"28",542
"7.8",543
"11",544
"198.0",545
"6.9",546
"80.0",547
"27",548
"13.8",549
"80.0",550
"21",551
"71",552
"39",553
"1",554
"1017.7",555
"14",556
"81.2",557
"20.1",558
"29.1",559
"18",560
"13.8",561
"22",562
"41.4",563
"9.1",564
"170.0",565
"18",566
"13.6",567
"30.0",568
"20",569
"74",570
"41",571
"21",572
"1015.8",573
"11",574
"76.2",575
"15.7",576
"28.7",577
"28",578
"7.1",579
"11",580
"287.0",581
"7.0",582
"20.0",583
"4",584
"14.6",585
"30.0",586
"4",587
"83",588
"46",589
"23",590
"1016.3",591
"14",592
"88.8",593
"17.4",594
"27.8",595
"3",596
"11.0",597
"11",598
"13.0",599
"11.2",600
"30.0",601
"4",602
"21.0",603
"30.0",604
"4",605
"79",606
"46",607
"2",608
"1016.2",609
"12",610
"108.4",611
"16.9",612
"24.8",613
"17",614
"9.8",615
"11",616
"304.6",617
"9.3",618
"150.0",619
"24",620
"16.9",621
"300.0",622
"20",623
"80",624
"49",625
"20",626
"1015.3",627
"22",628
"59.0",629
"12.8",630
"23.6",631
"3",632
"5.7",633
"11",634
"84.3",635
"8.9",636
"60.0",637
"3",638
"17.8",639
"60.0",640
"3",641
"79",642
"46",643
"21",644
"1016.2",645
"14",646
"91.1",647
"20.3",648
"28.5",649
"6",650
"11.3",651
"11",652
"16.0",653
"7.1",654
"350.0",655
"19",656
"13.6",657
"340.0",658
"19",659
"70",660
"42",661
"20",662
"1015.8",663
"5",664
"184.6",665
"19.3",666
"26.9",667
"6",668
"12.4",669
"11",670
"65.9",671
"5.9",672
"200.0",673
"18",674
"14.0",675
"30.0",676
"19",677
"76",678
"39",679
"21",680
"1016.2",681
"18",682
"67.7",683
"17.1",684
"28.8",685
"3",686
"6.8",687
"21",688
"35.6",689
"6.8",690
"360.0",691
"19",692
"12.3",693
"360.0",694
"19",695
"80",696
"42",697
"21",698
"1013.6",699
"10",700
"136.5",701
"16.6",702
"25.3",703
"17",704
"9.5",705
"11",706
"193.1",707
"8.7",708
"40.0",709
"20",710
"13.3",711
"310.0",712
"18",713
"82",714
"47",715
"20",716
"1017.3",717
"18",718
"71.7",719
"15.5",720
"23.5",721
"25",722
"7.3",723
"11",724
"227.1",725
"17.0",726
"30.0",727
"10",728
"25.8",729
"20.0",730
"10",731
"84",732
"57",733
"21",734
"1006.8",735
"18",736
"56.8",737
"17.8",738
"26.0",739
"1",740
"11.5",741
"21",742
"71.1",743
"9.9",744
"50.0",745
"13",746
"16.4",747
"40.0",748
"13",749
"79",750
"42",751
"21",752
"1015.6",753
"21",754
"51.5",755
"10.5",756
"21.1",757
"28",758
"1.6",759
"11",760
"452.0",761
"9.8",762
"360.0",763
"10",764
"21.2",765
"160.0",766
"4",767
"90",768
"47",769
"1",770
"923.4",771
"18",772
"57.8",773
"18.4",774
"28.2",775
"6",776
"8.9",777
"21",778
"9.5",779
"10.4",780
"20.0",781
"19",782
"18.8",783
"30.0",784
"19",785
"75",786
"37",787
"1",788
"1013.8",789
"5",790
"164.5",791
"12.3",792
"23.6",793
"3",794
"3.3",795
"11",796
"331.2",797
"9.9",798
"20.0",799
"9",800
"20.3",801
"10.0",802
"8",803
"86",804
"46",805
"1",806
"948.0",807
"17",808
"82.4",809
"-1.0",810
"14.9",811
"1",812
"-11.9",813
"20",814
"91.5",815
"16.6",816
"280.0",817
"19",818
"30.4",819
"290.0",820
"19",821
"81",822
"13",823
"1",824
"639.2",825
"11",826
"131.9",827
"18.6",828
"26.4",829
"6",830
"12.7",831
"11",832
"92.0",833
"8.8",834
"210.0",835
"6",836
"15.8",837
"20.0",838
"18",839
"79",840
"41",841
"21",842
"1012.5",843
"22",844
"40.6",845
"15.8",846
"25.8",847
"17",848
"8.4",849
"11",850
"43.8",851
"14.3",852
"360.0",853
"20",854
"25.6",855
"30.0",856
"10",857
"82",858
"47",859
"2",860
"1014.4",861
"9",862
"120.9",863
"7.0",864
"18.7",865
"2",866
"-1.6",867
"20",868
"116.0",869
"4.9",870
"140.0",871
"5",872
"13.2",873
"240.0",874
"9",875
"84",876
"13",877
"1",878
"763.6",879
"15",880
"99.3",881
"14.2",882
"26.1",883
"2",884
"6.3",885
"20",886
"68.0",887
"7.3",888
"280.0",889
"28",890
"10.5",891
"280.0",892
"28",893
"80",894
"39",895
"1",896
"903.1",897
"15",898
"121.7",899
"15.2",900
"25.2",901
"2",902
"7.3",903
"11",904
"158.9",905
"15.2",906
"50.0",907
"4",908
"24.4",909
"50.0",910
"4",911
"84",912
"36",913
"23",914
"1015.8",915
"13",916
"93.2",917
"10.1",918
"22.6",919
"2",920
"3.6",921
"11",922
"109.1",923
"8.7",924
"50.0",925
"3",926
"17.8",927
"320.0",928
"5",929
"83",930
"49",931
"20",932
"1009.5",933
"13",934
"70.8",935
"18.1",936
"26.3",937
"3",938
"12.3",939
"11",940
"12.0",941
"19.1",942
"20.0",943
"10",944
"25.9",945
"20.0",946
"10",947
"75",948
"55",949
"20",950
"1011.7",951
"8",952
"123.7",953
"21.2",954
"28.3",955
"6",956
"15.6",957
"20",958
"12.5",959
"13.2",960
"40.0",961
"4",962
"27.8",963
"40.0",964
"4",965
"74",966
"37",967
"22",968
"1013.8",969
"8",970
"148.3",971
"15.8",972
"26.7",973
"17",974
"8.1",975
"11",976
"478.6",977
"11.4",978
"10.0",979
"10",980
"19.6",981
"360.0",982
"9",983
"81",984
"51",985
"17",986
"1015.3",987
"17",988
"70.7",989
"18.1",990
"25.4",991
"7",992
"12.9",993
"10",994
"282.9",995
"22.8",996
"10.0",997
"19",998
"29.5",999
"20.0",1000
"20",1001
"86",1002
"53",1003
"21",1004
"978.7",1005
"21",1006
"62.9",1007
"17.0",1008
"29.1",1009
"3",1010
"6.7",1011
"21",1012
"45.2",1013
"5.6",1014
"10.0",1015
"19",1016
"11.5",1017
"360.0",1018
"20",1019
"74",1020
"33",1021
"22",1022
"1006.9",1023
"12",1024
"137.9",1025
"16.0",1026
"27.5",1027
"3",1028
"7.6",1029
"11",1030
"215.5",1031
"6.0",1032
"60.0",1033
"21",1034
"13.7",1035
"80.0",1036
"4",1037
"75",1038
"34",1039
"1",1040
"1017.1",1041
"14",1042
"74.7",1043
"18.0",1044
"31.0",1045
"29",1046
"11.6",1047
"9",1048
"129.0",1049
"6.9",1050
"20.0",1051
"20",1052
"16.3",1053
"20.0",1054
"21",1055
"76",1056
"44",1057
"23",1058
"1014.5",1059
"16",1060
"89.5",1061
"18.9",1062
"32.3",1063
"28",1064
"11.8",1065
"21",1066
"147.0",1067
"7.4",1068
"90.0",1069
"22",1070
"14.1",1071
"100.0",1072
"10",1073
"72",1074
"46",1075
"30",1076
"1017.5",1077
"14",1078
"66.9",1079
"21.3",1080
"33.4",1081
"29",1082
"15.2",1083
"14",1084
"69.9",1085
"9.5",1086
"170.0",1087
"8",1088
"17.4",1089
"30.0",1090
"20",1091
"74",1092
"47",1093
"29",1094
"1016.6",1095
"8",1096
"62.5",1097
"18.3",1098
"30.7",1099
"27",1100
"10.1",1101
"10",1102
"111.0",1103
"6.7",1104
"20.0",1105
"2",1106
"14.2",1107
"20.0",1108
"2",1109
"76",1110
"41",1111
"30",1112
"1015.4",1113
"15",1114
"80.3",1115
"19.1",1116
"28.6",1117
"29",1118
"13.4",1119
"8",1120
"66.4",1121
"11.9",1122
"40.0",1123
"20",1124
"22.8",1125
"30.0",1126
"21",1127
"80",1128
"43",1129
"14",1130
"1016.3",1131
"6",1132
"113.2",1133
"18.6",1134
"30.6",1135
"29",1136
"10.7",1137
"15",1138
"116.8",1139
"8.6",1140
"150.0",1141
"28",1142
"18.5",1143
"40.0",1144
"13",1145
"78",1146
"48",1147
"15",1148
"1015.5",1149
"18",1150
"65.5",1151
"15.3",1152
"26.3",1153
"26",1154
"8.4",1155
"7",1156
"52.2",1157
"9.2",1158
"70.0",1159
"20",1160
"19.0",1161
"70.0",1162
"20",1163
"76",1164
"41",1165
"21",1166
"1015.7",1167
"12",1168
"76.3",1169
"22.6",1170
"30.6",1171
"27",1172
"16.8",1173
"9",1174
"67.0",1175
"12.2",1176
"320.0",1177
"31",1178
"25.2",1179
"310.0",1180
"31",1181
"72",1182
"53",1183
"14",1184
"1016.2",1185
"2",1186
"190.4",1187
"20.8",1188
"33.1",1189
"29",1190
"14.8",1191
"15",1192
"35.0",1193
"6.1",1194
"50.0",1195
"20",1196
"17.0",1197
"50.0",1198
"13",1199
"75",1200
"34",1201
"29",1202
"1016.9",1203
"13",1204
"62.5",1205
"19.9",1206
"32.0",1207
"29",1208
"13.3",1209
"15",1210
"55.8",1211
"8.5",1212
"240.0",1213
"29",1214
"14.0",1215
"240.0",1216
"29",1217
"78",1218
"50",1219
"25",1220
"1013.7",1221
"7",1222
"131.0",1223
"18.3",1224
"29.4",1225
"29",1226
"10.1",1227
"15",1228
"99.3",1229
"9.1",1230
"50.0",1231
"20",1232
"15.1",1233
"320.0",1234
"8",1235
"80",1236
"48",1237
"15",1238
"1017.4",1239
"16",1240
"73.2",1241
"17.5",1242
"27.3",1243
"29",1244
"10.3",1245
"21",1246
"114.3",1247
"19.4",1248
"160.0",1249
"12",1250
"29.3",1251
"10.0",1252
"20",1253
"81",1254
"46",1255
"15",1256
"1007.0",1257
"14",1258
"106.0",1259
"19.3",1260
"27.8",1261
"27",1262
"13.6",1263
"14",1264
"62.0",1265
"11.3",1266
"40.0",1267
"20",1268
"19.9",1269
"40.0",1270
"20",1271
"77",1272
"51",1273
"22",1274
"1016.1",1275
"17",1276
"58.0",1277
"12.7",1278
"24.5",1279
"28",1280
"4.3",1281
"21",1282
"220.5",1283
"10.4",1284
"360.0",1285
"13",1286
"18.5",1287
"350.0",1288
"20",1289
"89",1290
"37",1291
"16",1292
"924.0",1293
"18",1294
"54.0",1295
"21.3",1296
"30.8",1297
"26",1298
"14.2",1299
"9",1300
"27.6",1301
"8.9",1302
"210.0",1303
"29",1304
"15.0",1305
"10.0",1306
"31",1307
"71",1308
"42",1309
"16",1310
"1014.0",1311
"2",1312
"158.4",1313
"14.3",1314
"26.6",1315
"28",1316
"6.1",1317
"21",1318
"166.0",1319
"9.0",1320
"20.0",1321
"13",1322
"20.5",1323
"10.0",1324
"20",1325
"84",1326
"47",1327
"30",1328
"948.4",1329
"18",1330
"68.1",1331
"1.3",1332
"13.1",1333
"19",1334
"-3.8",1335
"10",1336
"87.2",1337
"15.3",1338
"300.0",1339
"31",1340
"28.0",1341
"280.0",1342
"31",1343
"86",1344
"21",1345
"25",1346
"641.9",1347
"10",1348
"89.1",1349
"19.7",1350
"27.5",1351
"29",1352
"14.0",1353
"21",1354
"81.3",1355
"9.6",1356
"10.0",1357
"20",1358
"18.3",1359
"360.0",1360
"20",1361
"80",1362
"53",1363
"22",1364
"1013.1",1365
"19",1366
"19.4",1367
"18.4",1368
"30.1",1369
"29",1370
"12.4",1371
"8",1372
"35.7",1373
"14.6",1374
"360.0",1375
"20",1376
"26.5",1377
"360.0",1378
"20",1379
"80",1380
"50",1381
"25",1382
"1014.4",1383
"12",1384
"120.7",1385
"9.9",1386
"19.0",1387
"19",1388
"4.6",1389
"10",1390
"149.5",1391
"6.2",1392
"330.0",1393
"13",1394
"14.7",1395
"320.0",1396
"13",1397
"82",1398
"29",1399
"20",1400
"765.7",1401
"11",1402
"140.8",1403
"16.3",1404
"27.7",1405
"26",1406
"10.9",1407
"15",1408
"80.0",1409
"7.3",1410
"270.0",1411
"29",1412
"13.3",1413
"250.0",1414
"29",1415
"84",1416
"40",1417
"20",1418
"904.2",1419
"8",1420
"88.1",1421
"17.4",1422
"27.7",1423
"29",1424
"11.1",1425
"9",1426
"78.3",1427
"13.9",1428
"40.0",1429
"20",1430
"22.1",1431
"40.0",1432
"20",1433
"80",1434
"47",1435
"30",1436
"1015.6",1437
"12",1438
"85.5",1439
"12.9",1440
"28.1",1441
"26",1442
"6.0",1443
"3",1444
"95.0",1445
"10.1",1446
"180.0",1447
"29",1448
"18.7",1449
"340.0",1450
"20",1451
"78",1452
"44",1453
"26",1454
"1008.6",1455
"13",1456
"106.7",1457
"19.7",1458
"26.8",1459
"31",1460
"14.8",1461
"9",1462
"81.8",1463
"20.3",1464
"20.0",1465
"20",1466
"28.0",1467
"10.0",1468
"20",1469
"76",1470
"52",1471
"16",1472
"1012.0",1473
"5",1474
"125.1",1475
"22.4",1476
"31.0",1477
"28",1478
"17.0",1479
"21",1480
"61.0",1481
"11.9",1482
"40.0",1483
"21",1484
"25.6",1485
"20.0",1486
"21",1487
"73",1488
"48",1489
"24",1490
"1014.5",1491
"2",1492
"191.2",1493
"18.1",1494
"31.4",1495
"28",1496
"11.9",1497
"21",1498
"239.8",1499
"10.4",1500
"10.0",1501
"21",1502
"18.1",1503
"240.0",1504
"29",1505
"75",1506
"47",1507
"15",1508
"1015.2",1509
"16",1510
"81.1",1511
"19.0",1512
"27.1",1513
"27",1514
"13.6",1515
"21",1516
"95.0",1517
"18.0",1518
"10.0",1519
"2",1520
"27.8",1521
"360.0",1522
"20",1523
"84",1524
"60",1525
"22",1526
"979.7",1527
"12",1528
"85.8",1529
"19.8",1530
"31.8",1531
"29",1532
"13.4",1533
"9",1534
"57.5",1535
"5.3",1536
"10.0",1537
"20",1538
"10.9",1539
"350.0",1540
"20",1541
"72",1542
"45",1543
"14",1544
"1007.0",1545
"13",1546
"108.6",1547
"18.5",1548
"31.6",1549
"28",1550
"12.0",1551
"21",1552
"165.5",1553
"8.1",1554
"230.0",1555
"29",1556
"19.9",1557
"220.0",1558
"29",1559
"72",1560
"43",1561
"15",1562
"1016.8",1563
"15",1564
"68.6",1565
"22.3",1566
"29.9",1567
"19",1568
"14.4",1569
"5",1570
"62.0",1571
"6.2",1572
"20.0",1573
"4",1574
"15.6",1575
"10.0",1576
"4",1577
"75",1578
"38",1579
"5",1580
"1010.5",1581
"12",1582
"129.7",1583
"22.5",1584
"33.3",1585
"18",1586
"16.7",1587
"5",1588
"98.1",1589
"8.2",1590
"80.0",1591
"6",1592
"14.4",1593
"70.0",1594
"6",1595
"77",1596
"36",1597
"5",1598
"1013.4",1599
"12",1600
"99.5",1601
"24.1",1602
"30.6",1603
"19",1604
"17.9",1605
"4",1606
"25.5",1607
"6.7",1608
"30.0",1609
"14",1610
"13.4",1611
"30.0",1612
"14",1613
"76",1614
"55",1615
"4",1616
"1012.7",1617
"11",1618
"112.9",1619
"22.0",1620
"31.3",1621
"18",1622
"13.7",1623
"5",1624
"93.5",1625
"5.6",1626
"10.0",1627
"9",1628
"13.1",1629
"100.0",1630
"6",1631
"77",1632
"34",1633
"10",1634
"1011.2",1635
"10",1636
"129.7",1637
"23.2",1638
"29.8",1639
"22",1640
"18.7",1641
"2",1642
"23.9",1643
"9.9",1644
"40.0",1645
"14",1646
"18.9",1647
"30.0",1648
"14",1649
"79",1650
"52",1651
"29",1652
"1012.3",1653
"5",1654
"163.1",1655
"21.7",1656
"28.6",1657
"18",1658
"16.2",1659
"5",1660
"109.7",1661
"8.4",1662
"160.0",1663
"16",1664
"16.0",1665
"70.0",1666
"22",1667
"81",1668
"57",1669
"4",1670
"1011.5",1671
"18",1672
"67.7",1673
"19.3",1674
"26.7",1675
"28",1676
"12.1",1677
"7",1678
"53.0",1679
"7.3",1680
"70.0",1681
"14",1682
"17.9",1683
"60.0",1684
"14",1685
"78",1686
"37",1687
"15",1688
"1011.5",1689
"7",1690
"121.0",1691
"25.9",1692
"31.7",1693
"25",1694
"20.2",1695
"5",1696
"27.0",1697
"8.9",1698
"340.0",1699
"2",1700
"14.5",1701
"340.0",1702
"2",1703
"74",1704
"55",1705
"29",1706
"1012.5",1707
"4",1708
"197.8",1709
"23.9",1710
"30.6",1711
"27",1712
"18.0",1713
"4",1714
"34.6",1715
"4.8",1716
"40.0",1717
"4",1718
"11.8",1719
"30.0",1720
"4",1721
"76",1722
"55",1723
"15",1724
"1012.8",1725
"16",1726
"93.0",1727
"23.5",1728
"31.4",1729
"27",1730
"15.9",1731
"5",1732
"24.5",1733
"6.4",1734
"360.0",1735
"22",1736
"9.9",1737
"360.0",1738
"22",1739
"79",1740
"44",1741
"16",1742
"1009.9",1743
"6",1744
"138.4",1745
"21.7",1746
"29.2",1747
"13",1748
"16.0",1749
"15",1750
"105.1",1751
"10.2",1752
"320.0",1753
"1",1754
"17.6",1755
"340.0",1756
"1",1757
"82",1758
"55",1759
"17",1760
"1013.2",1761
"11",1762
"70.6",1763
"20.3",1764
"27.3",1765
"18",1766
"15.7",1767
"4",1768
"60.3",1769
"16.4",1770
"110.0",1771
"25",1772
"21.6",1773
"120.0",1774
"25",1775
"83",1776
"52",1777
"5",1778
"1003.1",1779
"9",1780
"132.6",1781
"22.3",1782
"29.6",1783
"27",1784
"17.1",1785
"5",1786
"103.5",1787
"8.0",1788
"170.0",1789
"17",1790
"13.9",1791
"40.0",1792
"28",1793
"80",1794
"52",1795
"15",1796
"1012.1",1797
"17",1798
"64.0",1799
"16.3",1800
"25.3",1801
"12",1802
"9.3",1803
"5",1804
"168.5",1805
"9.1",1806
"360.0",1807
"1",1808
"17.9",1809
"130.0",1810
"6",1811
"87",1812
"42",1813
"5",1814
"921.4",1815
"13",1816
"88.5",1817
"25.0",1818
"32.2",1819
"25",1820
"18.9",1821
"2",1822
"12.0",1823
"7.5",1824
"50.0",1825
"22",1826
"13.3",1827
"360.0",1828
"2",1829
"73",1830
"39",1831
"29",1832
"1010.4",1833
"4",1834
"160.6",1835
"18.0",1836
"27.0",1837
"17",1838
"11.5",1839
"5",1840
"111.5",1841
"7.7",1842
"20.0",1843
"13",1844
"17.1",1845
"20.0",1846
"14",1847
"83",1848
"44",1849
"11",1850
"945.4",1851
"10",1852
"108.4",1853
"4.6",1854
"18.4",1855
"18",1856
"-4.6",1857
"5",1858
"49.5",1859
"12.3",1860
"270.0",1861
"12",1862
"22.1",1863
"290.0",1864
"7",1865
"77",1866
"14",1867
"10",1868
"642.3",1869
"9",1870
"153.0",1871
"22.7",1872
"29.2",1873
"21",1874
"17.7",1875
"4",1876
"64.8",1877
"8.7",1878
"20.0",1879
"14",1880
"14.3",1881
"20.0",1882
"14",1883
"80",1884
"55",1885
"4",1886
"1009.3",1887
"18",1888
"52.2",1889
"22.6",1890
"29.0",1891
"19",1892
"16.9",1893
"5",1894
"17.6",1895
"14.1",1896
"360.0",1897
"14",1898
"22.0",1899
"10.0",1900
"14",1901
"79",1902
"47",1903
"16",1904
"1010.6",1905
"5",1906
"164.9",1907
"11.8",1908
"21.3",1909
"19",1910
"3.5",1911
"5",1912
"86.7",1913
"4.7",1914
"150.0",1915
"3",1916
"10.7",1917
"290.0",1918
"2",1919
"85",1920
"31",1921
"17",1922
"764.9",1923
"9",1924
"128.0",1925
"19.4",1926
"28.7",1927
"12",1928
"13.6",1929
"5",1930
"48.0",1931
"7.2",1932
"140.0",1933
"3",1934
"10.8",1935
"140.0",1936
"3",1937
"81",1938
"51",1939
"10",1940
"902.3",1941
"13",1942
"102.0",1943
"21.5",1944
"27.9",1945
"18",1946
"13.7",1947
"5",1948
"89.9",1949
"12.7",1950
"40.0",1951
"4",1952
"19.0",1953
"60.0",1954
"6",1955
"80",1956
"49",1957
"5",1958
"1011.6",1959
"8",1960
"132.2",1961
"16.7",1962
"28.3",1963
"27",1964
"9.0",1965
"7",1966
"86.2",1967
"10.7",1968
"200.0",1969
"17",1970
"20.3",1971
"200.0",1972
"12",1973
"79",1974
"49",1975
"5",1976
"1004.5",1977
"11",1978
"137.0",1979
"23.3",1980
"28.8",1981
"13",1982
"18.7",1983
"2",1984
"19.2",1985
"14.6",1986
"10.0",1987
"14",1988
"20.6",1989
"10.0",1990
"14",1991
"76",1992
"57",1993
"4",1994
"1008.4",1995
"4",1996
"185.6",1997
"25.2",1998
"31.2",1999
"25",2000
"20.5",2001
"5",2002
"12.0",2003
"10.8",2004
"30.0",2005
"4",2006
"22.2",2007
"50.0",2008
"4",2009
"73",2010
"48",2011
"19",2012
"1010.9",2013
"4",2014
"186.3",2015
"21.4",2016
"29.9",2017
"26",2018
"15.2",2019
"5",2020
"140.5",2021
"8.0",2022
"50.0",2023
"6",2024
"13.4",2025
"50.0",2026
"6",2027
"79",2028
"49",2029
"5",2030
"1011.1",2031
"14",2032
"99.3",2033
"21.9",2034
"28.0",2035
"27",2036
"17.0",2037
"4",2038
"112.8",2039
"17.6",2040
"10.0",2041
"14",2042
"25.9",2043
"20.0",2044
"14",2045
"84",2046
"57",2047
"3",2048
"976.5",2049
"13",2050
"97.9",2051
"24.1",2052
"32.5",2053
"27",2054
"17.1",2055
"5",2056
"15.6",2057
"5.8",2058
"360.0",2059
"22",2060
"11.3",2061
"360.0",2062
"22",2063
"69",2064
"40",2065
"29",2066
"1003.4",2067
"8",2068
"143.6",2069
"22.4",2070
"32.2",2071
"18",2072
"16.2",2073
"5",2074
"85.1",2075
"6.4",2076
"50.0",2077
"6",2078
"13.4",2079
"80.0",2080
"6",2081
"74",2082
"34",2083
"5",2084
"1012.8",2085
"12",2086
"116.3",2087
"25.3",2088
"34.2",2089
"14",2090
"15.3",2091
